,date,departamento,new_cases,new_deaths,median_age,population
2336,2020-09-07,BOLIVAR,25,2.0,31.3,2180976
2337,2020-09-08,BOLIVAR,18,,31.3,2180976
2338,2020-09-09,BOLIVAR,31,3.0,31.3,2180976
2339,2020-09-10,BOLIVAR,94,,31.3,2180976
2340,2020-09-11,BOLIVAR,28,2.0,31.3,2180976
2341,2020-09-12,BOLIVAR,17,2.0,31.3,2180976
2342,2020-09-13,BOLIVAR,61,,31.3,2180976
2343,2020-09-14,BOLIVAR,17,2.0,31.3,2180976
2344,2020-09-15,BOLIVAR,37,,31.3,2180976
2345,2020-09-16,BOLIVAR,43,1.0,31.3,2180976
2346,2020-09-17,BOLIVAR,65,1.0,31.3,2180976
2347,2020-09-18,BOLIVAR,21,2.0,31.3,2180976
2348,2020-09-19,BOLIVAR,35,2.0,31.3,2180976
2349,2020-09-20,BOLIVAR,33,1.0,31.3,2180976
2350,2020-09-21,BOLIVAR,6,,31.3,2180976
2351,2020-09-22,BOLIVAR,20,,31.3,2180976
2352,2020-09-23,BOLIVAR,19,1.0,31.3,2180976
2353,2020-09-24,BOLIVAR,27,,31.3,2180976
2354,2020-09-25,BOLIVAR,51,,31.3,2180976
2355,2020-09-26,BOLIVAR,18,2.0,31.3,2180976
2356,2020-09-27,BOLIVAR,24,,31.3,2180976
2357,2020-09-28,BOLIVAR,22,1.0,31.3,2180976
2358,2020-09-29,BOLIVAR,33,2.0,31.3,2180976
2359,2020-09-30,BOLIVAR,22,3.0,31.3,2180976
2360,2020-10-01,BOLIVAR,33,,31.3,2180976
2361,2020-10-02,BOLIVAR,12,1.0,31.3,2180976
2362,2020-10-03,BOLIVAR,28,2.0,31.3,2180976
2363,2020-10-04,BOLIVAR,27,3.0,31.3,2180976
2364,2020-10-05,BOLIVAR,49,,31.3,2180976
2365,2020-10-06,BOLIVAR,38,,31.3,2180976
2366,2020-10-07,BOLIVAR,21,3.0,31.3,2180976
2367,2020-10-08,BOLIVAR,28,,31.3,2180976
2368,2020-10-09,BOLIVAR,29,,31.3,2180976
2369,2020-10-10,BOLIVAR,18,1.0,31.3,2180976
2370,2020-10-11,BOLIVAR,29,1.0,31.3,2180976
2371,2020-10-12,BOLIVAR,55,,31.3,2180976
2372,2020-10-13,BOLIVAR,5,1.0,31.3,2180976
2373,2020-10-14,BOLIVAR,28,4.0,31.3,2180976
2374,2020-10-15,BOLIVAR,14,4.0,31.3,2180976
2375,2020-10-16,BOLIVAR,69,2.0,31.3,2180976
2376,2020-10-17,BOLIVAR,18,1.0,31.3,2180976
2377,2020-10-18,BOLIVAR,46,,31.3,2180976
2378,2020-10-19,BOLIVAR,12,,31.3,2180976
2379,2020-10-20,BOLIVAR,24,1.0,31.3,2180976
2380,2020-10-21,BOLIVAR,11,,31.3,2180976
2381,2020-10-22,BOLIVAR,21,2.0,31.3,2180976
2382,2020-10-23,BOLIVAR,31,2.0,31.3,2180976
2383,2020-10-24,BOLIVAR,13,2.0,31.3,2180976
2384,2020-10-25,BOLIVAR,14,4.0,31.3,2180976
2385,2020-10-26,BOLIVAR,27,1.0,31.3,2180976
2386,2020-10-27,BOLIVAR,10,1.0,31.3,2180976
2387,2020-10-28,BOLIVAR,11,,31.3,2180976
2388,2020-10-29,BOLIVAR,38,,31.3,2180976
2389,2020-10-30,BOLIVAR,25,1.0,31.3,2180976
2390,2020-10-31,BOLIVAR,39,,31.3,2180976
2391,2020-11-01,BOLIVAR,22,1.0,31.3,2180976
2392,2020-11-02,BOLIVAR,43,1.0,31.3,2180976
2393,2020-11-03,BOLIVAR,8,1.0,31.3,2180976
2394,2020-11-04,BOLIVAR,12,2.0,31.3,2180976
2395,2020-11-05,BOLIVAR,16,2.0,31.3,2180976
2396,2020-11-06,BOLIVAR,28,1.0,31.3,2180976
2397,2020-11-07,BOLIVAR,11,,31.3,2180976
2398,2020-11-08,BOLIVAR,5,1.0,31.3,2180976
2399,2020-11-09,BOLIVAR,12,1.0,31.3,2180976
2400,2020-11-10,BOLIVAR,14,,31.3,2180976
2401,2020-11-11,BOLIVAR,23,,31.3,2180976
2402,2020-11-12,BOLIVAR,13,,31.3,2180976
2403,2020-11-13,BOLIVAR,13,1.0,31.3,2180976
2404,2020-11-14,BOLIVAR,13,,31.3,2180976
2405,2020-11-15,BOLIVAR,12,,31.3,2180976
2406,2020-11-16,BOLIVAR,3,1.0,31.3,2180976
2407,2020-11-17,BOLIVAR,2,2.0,31.3,2180976
2408,2020-11-18,BOLIVAR,16,,31.3,2180976
2409,2020-11-19,BOLIVAR,13,,31.3,2180976
2410,2020-11-20,BOLIVAR,11,,31.3,2180976
2411,2020-11-21,BOLIVAR,8,,31.3,2180976
2412,2020-11-22,BOLIVAR,17,4.0,31.3,2180976
2413,2020-11-23,BOLIVAR,12,,31.3,2180976
2414,2020-11-24,BOLIVAR,17,2.0,31.3,2180976
2415,2020-11-25,BOLIVAR,30,1.0,31.3,2180976
2416,2020-11-26,BOLIVAR,22,1.0,31.3,2180976
2417,2020-11-27,BOLIVAR,26,1.0,31.3,2180976
2418,2020-11-28,BOLIVAR,21,,31.3,2180976
2419,2020-11-29,BOLIVAR,14,,31.3,2180976
2420,2020-11-30,BOLIVAR,34,,31.3,2180976
2421,2020-12-01,BOLIVAR,21,1.0,31.3,2180976
2422,2020-12-02,BOLIVAR,35,2.0,31.3,2180976
2423,2020-12-03,BOLIVAR,33,,31.3,2180976
2424,2020-12-04,BOLIVAR,22,2.0,31.3,2180976
2425,2020-12-05,BOLIVAR,41,5.0,31.3,2180976
2426,2020-12-06,BOLIVAR,50,,31.3,2180976
2427,2020-12-07,BOLIVAR,31,2.0,31.3,2180976
2428,2020-12-08,BOLIVAR,19,,31.3,2180976
2429,2020-12-09,BOLIVAR,21,1.0,31.3,2180976
2430,2020-12-10,BOLIVAR,33,1.0,31.3,2180976
2431,2020-12-11,BOLIVAR,39,1.0,31.3,2180976
2432,2020-12-12,BOLIVAR,12,2.0,31.3,2180976
2433,2020-12-13,BOLIVAR,28,,31.3,2180976
2434,2020-12-14,BOLIVAR,19,2.0,31.3,2180976
2435,2020-12-15,BOLIVAR,49,2.0,31.3,2180976
2436,2020-12-16,BOLIVAR,46,1.0,31.3,2180976
2437,2020-12-17,BOLIVAR,44,,31.3,2180976
2438,2020-12-18,BOLIVAR,49,2.0,31.3,2180976
2439,2020-12-19,BOLIVAR,43,1.0,31.3,2180976
2440,2020-12-20,BOLIVAR,31,,31.3,2180976
2441,2020-12-21,BOLIVAR,29,,31.3,2180976
2442,2020-12-22,BOLIVAR,50,2.0,31.3,2180976
2443,2020-12-23,BOLIVAR,28,1.0,31.3,2180976
2444,2020-12-24,BOLIVAR,57,2.0,31.3,2180976
2445,2020-12-25,BOLIVAR,56,1.0,31.3,2180976
2446,2020-12-26,BOLIVAR,48,2.0,31.3,2180976
2447,2020-12-27,BOLIVAR,32,,31.3,2180976
2448,2020-12-28,BOLIVAR,20,,31.3,2180976
2449,2020-12-29,BOLIVAR,20,2.0,31.3,2180976
2450,2020-12-30,BOLIVAR,41,2.0,31.3,2180976
2451,2020-12-31,BOLIVAR,34,2.0,31.3,2180976
2452,2021-01-01,BOLIVAR,37,2.0,31.3,2180976
2453,2021-01-02,BOLIVAR,38,1.0,31.3,2180976
2454,2021-01-03,BOLIVAR,15,1.0,31.3,2180976
2455,2021-01-04,BOLIVAR,9,1.0,31.3,2180976
2456,2021-01-05,BOLIVAR,64,1.0,31.3,2180976
2457,2021-01-06,BOLIVAR,50,2.0,31.3,2180976
2458,2021-01-07,BOLIVAR,53,1.0,31.3,2180976
2459,2021-01-08,BOLIVAR,90,,31.3,2180976
2460,2021-01-09,BOLIVAR,58,1.0,31.3,2180976
2461,2021-01-10,BOLIVAR,41,2.0,31.3,2180976
2462,2021-01-11,BOLIVAR,51,,31.3,2180976
2463,2021-01-12,BOLIVAR,39,1.0,31.3,2180976
2464,2021-01-13,BOLIVAR,50,2.0,31.3,2180976
2465,2021-01-14,BOLIVAR,56,,31.3,2180976
2466,2021-01-15,BOLIVAR,66,,31.3,2180976
2467,2021-01-16,BOLIVAR,73,,31.3,2180976
2468,2021-01-17,BOLIVAR,28,1.0,31.3,2180976
2469,2021-01-18,BOLIVAR,36,2.0,31.3,2180976
2470,2021-01-19,BOLIVAR,36,1.0,31.3,2180976
2471,2021-01-20,BOLIVAR,66,2.0,31.3,2180976
2472,2021-01-21,BOLIVAR,63,,31.3,2180976
2473,2021-01-22,BOLIVAR,17,,31.3,2180976
2474,2021-01-23,BOLIVAR,38,3.0,31.3,2180976
2475,2021-01-24,BOLIVAR,16,2.0,31.3,2180976
2476,2021-01-25,BOLIVAR,37,2.0,31.3,2180976
2477,2021-01-26,BOLIVAR,45,,31.3,2180976
2478,2021-01-27,BOLIVAR,65,1.0,31.3,2180976
2479,2021-01-28,BOLIVAR,43,2.0,31.3,2180976
2480,2021-01-29,BOLIVAR,42,2.0,31.3,2180976
2481,2021-01-30,BOLIVAR,17,,31.3,2180976
2482,2021-01-31,BOLIVAR,7,1.0,31.3,2180976
2483,2021-02-01,BOLIVAR,13,3.0,31.3,2180976
2484,2021-02-02,BOLIVAR,26,2.0,31.3,2180976
2485,2021-02-03,BOLIVAR,43,1.0,31.3,2180976
2486,2021-02-04,BOLIVAR,18,,31.3,2180976
2487,2021-02-05,BOLIVAR,34,3.0,31.3,2180976
2488,2021-02-06,BOLIVAR,16,3.0,31.3,2180976
2489,2021-02-07,BOLIVAR,33,1.0,31.3,2180976
2490,2021-02-08,BOLIVAR,9,,31.3,2180976
2491,2021-02-09,BOLIVAR,28,1.0,31.3,2180976
2492,2021-02-10,BOLIVAR,32,4.0,31.3,2180976
2493,2021-02-11,BOLIVAR,22,,31.3,2180976
2494,2021-02-12,BOLIVAR,8,,31.3,2180976
2495,2021-02-13,BOLIVAR,27,2.0,31.3,2180976
2496,2021-02-14,BOLIVAR,7,2.0,31.3,2180976
2497,2021-02-15,BOLIVAR,11,,31.3,2180976
2498,2021-02-16,BOLIVAR,4,1.0,31.3,2180976
2499,2021-02-17,BOLIVAR,3,2.0,31.3,2180976
2500,2021-02-18,BOLIVAR,48,2.0,31.3,2180976
2501,2021-02-19,BOLIVAR,10,2.0,31.3,2180976
2502,2021-02-20,BOLIVAR,8,,31.3,2180976
2503,2021-02-21,BOLIVAR,19,,31.3,2180976
2504,2021-02-22,BOLIVAR,1,,31.3,2180976
2505,2021-02-23,BOLIVAR,6,,31.3,2180976
2506,2021-02-24,BOLIVAR,11,,31.3,2180976
2507,2021-02-25,BOLIVAR,11,,31.3,2180976
2508,2021-02-26,BOLIVAR,11,,31.3,2180976
2509,2021-02-27,BOLIVAR,9,,31.3,2180976
2510,2021-02-28,BOLIVAR,15,1.0,31.3,2180976
2511,2021-03-01,BOLIVAR,24,,31.3,2180976
2512,2021-03-02,BOLIVAR,17,,31.3,2180976
2513,2021-03-03,BOLIVAR,10,1.0,31.3,2180976
2514,2021-03-04,BOLIVAR,11,,31.3,2180976
2515,2021-03-05,BOLIVAR,18,,31.3,2180976
2516,2021-03-06,BOLIVAR,10,,31.3,2180976
2517,2021-03-07,BOLIVAR,10,1.0,31.3,2180976
2518,2021-03-08,BOLIVAR,8,2.0,31.3,2180976
2519,2021-03-09,BOLIVAR,22,,31.3,2180976
2520,2021-03-10,BOLIVAR,24,,31.3,2180976
2521,2021-03-11,BOLIVAR,8,,31.3,2180976
2522,2021-03-12,BOLIVAR,17,,31.3,2180976
2523,2021-03-13,BOLIVAR,11,3.0,31.3,2180976
2524,2021-03-14,BOLIVAR,15,,31.3,2180976
2525,2021-03-15,BOLIVAR,5,,31.3,2180976
2526,2021-03-16,BOLIVAR,5,,31.3,2180976
2527,2021-03-17,BOLIVAR,11,1.0,31.3,2180976
2528,2021-03-18,BOLIVAR,14,,31.3,2180976
2529,2021-03-19,BOLIVAR,12,3.0,31.3,2180976
2530,2021-03-20,BOLIVAR,9,2.0,31.3,2180976
2531,2021-03-21,BOLIVAR,14,,31.3,2180976
2532,2021-03-22,BOLIVAR,9,2.0,31.3,2180976
2533,2021-03-23,BOLIVAR,16,1.0,31.3,2180976
2534,2021-03-24,BOLIVAR,12,,31.3,2180976
2535,2021-03-25,BOLIVAR,44,,31.3,2180976
2536,2021-03-26,BOLIVAR,22,2.0,31.3,2180976
2537,2021-03-27,BOLIVAR,33,1.0,31.3,2180976
2538,2021-03-28,BOLIVAR,33,,31.3,2180976
2539,2021-03-29,BOLIVAR,17,1.0,31.3,2180976
2540,2021-03-30,BOLIVAR,15,,31.3,2180976
2541,2021-03-31,BOLIVAR,30,,31.3,2180976
2542,2021-04-01,BOLIVAR,50,1.0,31.3,2180976
2543,2021-04-02,BOLIVAR,33,1.0,31.3,2180976
2544,2021-04-03,BOLIVAR,21,1.0,31.3,2180976
2545,2021-04-04,BOLIVAR,12,1.0,31.3,2180976
2546,2021-04-05,BOLIVAR,18,,31.3,2180976
2547,2021-04-06,BOLIVAR,63,,31.3,2180976
2548,2021-04-07,BOLIVAR,39,,31.3,2180976
2549,2021-04-08,BOLIVAR,42,1.0,31.3,2180976
2550,2021-04-09,BOLIVAR,43,2.0,31.3,2180976
2551,2021-04-10,BOLIVAR,40,,31.3,2180976
2552,2021-04-11,BOLIVAR,67,2.0,31.3,2180976
2553,2021-04-12,BOLIVAR,51,1.0,31.3,2180976
2554,2021-04-13,BOLIVAR,101,3.0,31.3,2180976
2555,2021-04-14,BOLIVAR,50,,31.3,2180976
2556,2021-04-15,BOLIVAR,107,1.0,31.3,2180976
2557,2021-04-16,BOLIVAR,89,3.0,31.3,2180976
2558,2021-04-17,BOLIVAR,99,2.0,31.3,2180976
2559,2021-04-18,BOLIVAR,54,4.0,31.3,2180976
2560,2021-04-19,BOLIVAR,120,3.0,31.3,2180976
2561,2021-04-20,BOLIVAR,158,3.0,31.3,2180976
2562,2021-04-21,BOLIVAR,49,3.0,31.3,2180976
2563,2021-04-22,BOLIVAR,87,,31.3,2180976
2564,2021-04-23,BOLIVAR,126,,31.3,2180976
2565,2021-04-24,BOLIVAR,187,,31.3,2180976
2566,2020-03-25,BOYACA,1,,31.3,1242731
2567,2020-03-26,BOYACA,1,,31.3,1242731
2568,2020-03-29,BOYACA,1,,31.3,1242731
2569,2020-03-30,BOYACA,1,,31.3,1242731
2570,2020-03-31,BOYACA,2,,31.3,1242731
2571,2020-04-04,BOYACA,7,1.0,31.3,1242731
2572,2020-04-08,BOYACA,6,,31.3,1242731
2573,2020-04-09,BOYACA,5,,31.3,1242731
2574,2020-04-10,BOYACA,3,,31.3,1242731
2575,2020-04-11,BOYACA,4,,31.3,1242731
2576,2020-04-16,BOYACA,1,,31.3,1242731
2577,2020-04-20,BOYACA,1,,31.3,1242731
2578,2020-04-26,BOYACA,2,,31.3,1242731
2579,2020-04-28,BOYACA,2,,31.3,1242731
2580,2020-04-30,BOYACA,2,,31.3,1242731
2581,2020-05-01,BOYACA,7,,31.3,1242731
2582,2020-05-02,BOYACA,1,,31.3,1242731
2583,2020-05-04,BOYACA,11,,31.3,1242731
2584,2020-05-05,BOYACA,2,,31.3,1242731
2585,2020-05-07,BOYACA,1,,31.3,1242731
2586,2020-05-10,BOYACA,6,,31.3,1242731
2587,2020-05-11,BOYACA,10,,31.3,1242731
2588,2020-05-12,BOYACA,2,,31.3,1242731
2589,2020-05-13,BOYACA,8,,31.3,1242731
2590,2020-05-14,BOYACA,1,,31.3,1242731
2591,2020-05-16,BOYACA,17,3.0,31.3,1242731
2592,2020-05-18,BOYACA,3,1.0,31.3,1242731
2593,2020-05-19,BOYACA,12,,31.3,1242731
2594,2020-05-20,BOYACA,6,,31.3,1242731
2595,2020-05-21,BOYACA,10,2.0,31.3,1242731
2596,2020-05-22,BOYACA,8,1.0,31.3,1242731
2597,2020-05-23,BOYACA,8,,31.3,1242731
2598,2020-05-24,BOYACA,7,,31.3,1242731
2599,2020-05-25,BOYACA,3,,31.3,1242731
2600,2020-05-26,BOYACA,4,,31.3,1242731
2601,2020-05-27,BOYACA,11,,31.3,1242731
2602,2020-05-28,BOYACA,4,1.0,31.3,1242731
2603,2020-05-29,BOYACA,8,1.0,31.3,1242731
2604,2020-05-30,BOYACA,1,,31.3,1242731
2605,2020-05-31,BOYACA,21,1.0,31.3,1242731
2606,2020-06-02,BOYACA,1,,31.3,1242731
2607,2020-06-03,BOYACA,2,,31.3,1242731
2608,2020-06-04,BOYACA,6,,31.3,1242731
2609,2020-06-05,BOYACA,1,,31.3,1242731
2610,2020-06-06,BOYACA,2,,31.3,1242731
2611,2020-06-08,BOYACA,2,,31.3,1242731
2612,2020-06-09,BOYACA,2,,31.3,1242731
2613,2020-06-10,BOYACA,4,1.0,31.3,1242731
2614,2020-06-11,BOYACA,4,,31.3,1242731
2615,2020-06-13,BOYACA,5,1.0,31.3,1242731
2616,2020-06-14,BOYACA,5,,31.3,1242731
2617,2020-06-15,BOYACA,5,,31.3,1242731
2618,2020-06-16,BOYACA,5,,31.3,1242731
2619,2020-06-17,BOYACA,6,2.0,31.3,1242731
2620,2020-06-18,BOYACA,4,,31.3,1242731
2621,2020-06-19,BOYACA,24,,31.3,1242731
2622,2020-06-20,BOYACA,5,,31.3,1242731
2623,2020-06-21,BOYACA,7,,31.3,1242731
2624,2020-06-22,BOYACA,5,,31.3,1242731
2625,2020-06-23,BOYACA,5,,31.3,1242731
2626,2020-06-24,BOYACA,16,,31.3,1242731
2627,2020-06-25,BOYACA,5,,31.3,1242731
2628,2020-06-26,BOYACA,8,,31.3,1242731
2629,2020-06-27,BOYACA,11,,31.3,1242731
2630,2020-06-28,BOYACA,4,2.0,31.3,1242731
2631,2020-06-29,BOYACA,3,,31.3,1242731
2632,2020-06-30,BOYACA,10,,31.3,1242731
2633,2020-07-01,BOYACA,14,,31.3,1242731
2634,2020-07-02,BOYACA,16,1.0,31.3,1242731
2635,2020-07-03,BOYACA,7,1.0,31.3,1242731
2636,2020-07-04,BOYACA,8,,31.3,1242731
2637,2020-07-05,BOYACA,12,,31.3,1242731
2638,2020-07-06,BOYACA,6,,31.3,1242731
2639,2020-07-07,BOYACA,10,,31.3,1242731
2640,2020-07-08,BOYACA,3,,31.3,1242731
2641,2020-07-09,BOYACA,16,2.0,31.3,1242731
2642,2020-07-10,BOYACA,18,1.0,31.3,1242731
2643,2020-07-11,BOYACA,8,,31.3,1242731
2644,2020-07-12,BOYACA,8,1.0,31.3,1242731
2645,2020-07-13,BOYACA,5,2.0,31.3,1242731
2646,2020-07-14,BOYACA,17,,31.3,1242731
2647,2020-07-15,BOYACA,6,1.0,31.3,1242731
2648,2020-07-16,BOYACA,17,,31.3,1242731
2649,2020-07-17,BOYACA,64,2.0,31.3,1242731
2650,2020-07-18,BOYACA,11,2.0,31.3,1242731
2651,2020-07-19,BOYACA,18,,31.3,1242731
2652,2020-07-20,BOYACA,16,1.0,31.3,1242731
2653,2020-07-21,BOYACA,8,2.0,31.3,1242731
2654,2020-07-22,BOYACA,34,,31.3,1242731
2655,2020-07-23,BOYACA,24,1.0,31.3,1242731
2656,2020-07-24,BOYACA,15,1.0,31.3,1242731
2657,2020-07-25,BOYACA,22,,31.3,1242731
2658,2020-07-26,BOYACA,39,,31.3,1242731
2659,2020-07-27,BOYACA,22,1.0,31.3,1242731
2660,2020-07-28,BOYACA,26,3.0,31.3,1242731
2661,2020-07-29,BOYACA,89,,31.3,1242731
2662,2020-07-30,BOYACA,46,1.0,31.3,1242731
2663,2020-07-31,BOYACA,45,1.0,31.3,1242731
2664,2020-08-01,BOYACA,59,2.0,31.3,1242731
2665,2020-08-02,BOYACA,63,,31.3,1242731
2666,2020-08-03,BOYACA,58,2.0,31.3,1242731
2667,2020-08-04,BOYACA,28,1.0,31.3,1242731
2668,2020-08-05,BOYACA,64,3.0,31.3,1242731
2669,2020-08-06,BOYACA,69,1.0,31.3,1242731
2670,2020-08-07,BOYACA,67,1.0,31.3,1242731
2671,2020-08-08,BOYACA,65,4.0,31.3,1242731
2672,2020-08-09,BOYACA,32,1.0,31.3,1242731
2673,2020-08-10,BOYACA,82,2.0,31.3,1242731
2674,2020-08-11,BOYACA,67,3.0,31.3,1242731
2675,2020-08-12,BOYACA,78,2.0,31.3,1242731
2676,2020-08-13,BOYACA,100,3.0,31.3,1242731
2677,2020-08-14,BOYACA,95,3.0,31.3,1242731
2678,2020-08-15,BOYACA,103,,31.3,1242731
2679,2020-08-16,BOYACA,111,1.0,31.3,1242731
2680,2020-08-17,BOYACA,74,2.0,31.3,1242731
2681,2020-08-18,BOYACA,115,1.0,31.3,1242731
2682,2020-08-19,BOYACA,71,,31.3,1242731
2683,2020-08-20,BOYACA,182,6.0,31.3,1242731
2684,2020-08-21,BOYACA,98,1.0,31.3,1242731
2685,2020-08-22,BOYACA,175,1.0,31.3,1242731
2686,2020-08-23,BOYACA,190,2.0,31.3,1242731
2687,2020-08-24,BOYACA,126,1.0,31.3,1242731
2688,2020-08-25,BOYACA,134,,31.3,1242731
2689,2020-08-26,BOYACA,49,5.0,31.3,1242731
2690,2020-08-27,BOYACA,59,4.0,31.3,1242731
2691,2020-08-28,BOYACA,130,5.0,31.3,1242731
2692,2020-08-29,BOYACA,97,2.0,31.3,1242731
2693,2020-08-30,BOYACA,87,4.0,31.3,1242731
2694,2020-08-31,BOYACA,63,2.0,31.3,1242731
2695,2020-09-01,BOYACA,85,,31.3,1242731
2696,2020-09-02,BOYACA,135,5.0,31.3,1242731
2697,2020-09-03,BOYACA,114,,31.3,1242731
2698,2020-09-04,BOYACA,105,3.0,31.3,1242731
2699,2020-09-05,BOYACA,178,3.0,31.3,1242731
2700,2020-09-06,BOYACA,106,4.0,31.3,1242731
2701,2020-09-07,BOYACA,75,2.0,31.3,1242731
2702,2020-09-08,BOYACA,116,5.0,31.3,1242731
2703,2020-09-09,BOYACA,104,2.0,31.3,1242731
2704,2020-09-10,BOYACA,86,3.0,31.3,1242731
2705,2020-09-11,BOYACA,105,2.0,31.3,1242731
2706,2020-09-12,BOYACA,86,2.0,31.3,1242731
2707,2020-09-13,BOYACA,123,4.0,31.3,1242731
2708,2020-09-14,BOYACA,191,2.0,31.3,1242731
2709,2020-09-15,BOYACA,98,1.0,31.3,1242731
2710,2020-09-16,BOYACA,166,2.0,31.3,1242731
2711,2020-09-17,BOYACA,64,7.0,31.3,1242731
2712,2020-09-18,BOYACA,109,2.0,31.3,1242731
2713,2020-09-19,BOYACA,124,4.0,31.3,1242731
2714,2020-09-20,BOYACA,90,2.0,31.3,1242731
2715,2020-09-21,BOYACA,87,3.0,31.3,1242731
2716,2020-09-22,BOYACA,114,4.0,31.3,1242731
2717,2020-09-23,BOYACA,128,,31.3,1242731
2718,2020-09-24,BOYACA,254,5.0,31.3,1242731
2719,2020-09-25,BOYACA,156,2.0,31.3,1242731
2720,2020-09-26,BOYACA,62,6.0,31.3,1242731
2721,2020-09-27,BOYACA,134,2.0,31.3,1242731
2722,2020-09-28,BOYACA,142,4.0,31.3,1242731
2723,2020-09-29,BOYACA,76,3.0,31.3,1242731
2724,2020-09-30,BOYACA,119,4.0,31.3,1242731
2725,2020-10-01,BOYACA,130,6.0,31.3,1242731
2726,2020-10-02,BOYACA,204,4.0,31.3,1242731
2727,2020-10-03,BOYACA,116,5.0,31.3,1242731
2728,2020-10-04,BOYACA,147,4.0,31.3,1242731
2729,2020-10-05,BOYACA,176,6.0,31.3,1242731
2730,2020-10-06,BOYACA,216,6.0,31.3,1242731
2731,2020-10-07,BOYACA,162,3.0,31.3,1242731
2732,2020-10-08,BOYACA,157,4.0,31.3,1242731
2733,2020-10-09,BOYACA,248,5.0,31.3,1242731
2734,2020-10-10,BOYACA,171,5.0,31.3,1242731
2735,2020-10-11,BOYACA,401,7.0,31.3,1242731
2736,2020-10-12,BOYACA,270,2.0,31.3,1242731
2737,2020-10-13,BOYACA,156,6.0,31.3,1242731
2738,2020-10-14,BOYACA,196,3.0,31.3,1242731
2739,2020-10-15,BOYACA,170,3.0,31.3,1242731
2740,2020-10-16,BOYACA,261,3.0,31.3,1242731
2741,2020-10-17,BOYACA,154,7.0,31.3,1242731
2742,2020-10-18,BOYACA,149,5.0,31.3,1242731
2743,2020-10-19,BOYACA,180,4.0,31.3,1242731
2744,2020-10-20,BOYACA,256,7.0,31.3,1242731
2745,2020-10-21,BOYACA,193,10.0,31.3,1242731
2746,2020-10-22,BOYACA,224,2.0,31.3,1242731
2747,2020-10-23,BOYACA,369,6.0,31.3,1242731
2748,2020-10-24,BOYACA,149,11.0,31.3,1242731
2749,2020-10-25,BOYACA,194,8.0,31.3,1242731
2750,2020-10-26,BOYACA,307,5.0,31.3,1242731
2751,2020-10-27,BOYACA,247,11.0,31.3,1242731
2752,2020-10-28,BOYACA,288,5.0,31.3,1242731
2753,2020-10-29,BOYACA,482,6.0,31.3,1242731
2754,2020-10-30,BOYACA,443,9.0,31.3,1242731
2755,2020-10-31,BOYACA,248,3.0,31.3,1242731
2756,2020-11-01,BOYACA,268,7.0,31.3,1242731
2757,2020-11-02,BOYACA,266,7.0,31.3,1242731
2758,2020-11-03,BOYACA,238,7.0,31.3,1242731
2759,2020-11-04,BOYACA,334,8.0,31.3,1242731
2760,2020-11-05,BOYACA,450,5.0,31.3,1242731
2761,2020-11-06,BOYACA,239,4.0,31.3,1242731
2762,2020-11-07,BOYACA,254,12.0,31.3,1242731
2763,2020-11-08,BOYACA,220,6.0,31.3,1242731
2764,2020-11-09,BOYACA,144,6.0,31.3,1242731
2765,2020-11-10,BOYACA,214,8.0,31.3,1242731
2766,2020-11-11,BOYACA,313,4.0,31.3,1242731
2767,2020-11-12,BOYACA,354,9.0,31.3,1242731
2768,2020-11-13,BOYACA,217,1.0,31.3,1242731
2769,2020-11-14,BOYACA,158,3.0,31.3,1242731
2770,2020-11-15,BOYACA,283,7.0,31.3,1242731
2771,2020-11-16,BOYACA,198,5.0,31.3,1242731
2772,2020-11-17,BOYACA,160,4.0,31.3,1242731
2773,2020-11-18,BOYACA,184,3.0,31.3,1242731
2774,2020-11-19,BOYACA,292,5.0,31.3,1242731
2775,2020-11-20,BOYACA,290,9.0,31.3,1242731
2776,2020-11-21,BOYACA,187,4.0,31.3,1242731
2777,2020-11-22,BOYACA,104,7.0,31.3,1242731
2778,2020-11-23,BOYACA,245,5.0,31.3,1242731
2779,2020-11-24,BOYACA,202,7.0,31.3,1242731
2780,2020-11-25,BOYACA,321,9.0,31.3,1242731
2781,2020-11-26,BOYACA,259,7.0,31.3,1242731
2782,2020-11-27,BOYACA,319,7.0,31.3,1242731
2783,2020-11-28,BOYACA,177,10.0,31.3,1242731
2784,2020-11-29,BOYACA,178,8.0,31.3,1242731
2785,2020-11-30,BOYACA,198,9.0,31.3,1242731
2786,2020-12-01,BOYACA,267,2.0,31.3,1242731
2787,2020-12-02,BOYACA,164,1.0,31.3,1242731
2788,2020-12-03,BOYACA,287,8.0,31.3,1242731
2789,2020-12-04,BOYACA,225,6.0,31.3,1242731
2790,2020-12-05,BOYACA,222,8.0,31.3,1242731
2791,2020-12-06,BOYACA,285,12.0,31.3,1242731
2792,2020-12-07,BOYACA,128,4.0,31.3,1242731
2793,2020-12-08,BOYACA,151,3.0,31.3,1242731
2794,2020-12-09,BOYACA,166,5.0,31.3,1242731
2795,2020-12-10,BOYACA,93,3.0,31.3,1242731
2796,2020-12-11,BOYACA,263,5.0,31.3,1242731
2797,2020-12-12,BOYACA,173,6.0,31.3,1242731
2798,2020-12-13,BOYACA,142,5.0,31.3,1242731
2799,2020-12-14,BOYACA,151,2.0,31.3,1242731
2800,2020-12-15,BOYACA,195,7.0,31.3,1242731
2801,2020-12-16,BOYACA,219,10.0,31.3,1242731
2802,2020-12-17,BOYACA,261,1.0,31.3,1242731
