,date,departamento,new_cases,new_deaths,median_age,population
5805,2020-04-19,CUNDINAMARCA,6,,31.3,3242999
5806,2020-04-20,CUNDINAMARCA,7,,31.3,3242999
5807,2020-04-21,CUNDINAMARCA,10,2.0,31.3,3242999
5808,2020-04-22,CUNDINAMARCA,3,,31.3,3242999
5809,2020-04-23,CUNDINAMARCA,6,,31.3,3242999
5810,2020-04-24,CUNDINAMARCA,7,1.0,31.3,3242999
5811,2020-04-25,CUNDINAMARCA,7,,31.3,3242999
5812,2020-04-26,CUNDINAMARCA,7,1.0,31.3,3242999
5813,2020-04-27,CUNDINAMARCA,6,,31.3,3242999
5814,2020-04-28,CUNDINAMARCA,2,,31.3,3242999
5815,2020-04-29,CUNDINAMARCA,5,,31.3,3242999
5816,2020-04-30,CUNDINAMARCA,5,,31.3,3242999
5817,2020-05-01,CUNDINAMARCA,4,,31.3,3242999
5818,2020-05-02,CUNDINAMARCA,2,,31.3,3242999
5819,2020-05-03,CUNDINAMARCA,11,1.0,31.3,3242999
5820,2020-05-04,CUNDINAMARCA,3,,31.3,3242999
5821,2020-05-05,CUNDINAMARCA,5,,31.3,3242999
5822,2020-05-07,CUNDINAMARCA,7,,31.3,3242999
5823,2020-05-08,CUNDINAMARCA,4,,31.3,3242999
5824,2020-05-09,CUNDINAMARCA,2,1.0,31.3,3242999
5825,2020-05-10,CUNDINAMARCA,5,,31.3,3242999
5826,2020-05-11,CUNDINAMARCA,6,1.0,31.3,3242999
5827,2020-05-12,CUNDINAMARCA,18,,31.3,3242999
5828,2020-05-13,CUNDINAMARCA,4,,31.3,3242999
5829,2020-05-14,CUNDINAMARCA,7,,31.3,3242999
5830,2020-05-15,CUNDINAMARCA,16,1.0,31.3,3242999
5831,2020-05-16,CUNDINAMARCA,8,,31.3,3242999
5832,2020-05-17,CUNDINAMARCA,11,,31.3,3242999
5833,2020-05-18,CUNDINAMARCA,10,2.0,31.3,3242999
5834,2020-05-19,CUNDINAMARCA,13,2.0,31.3,3242999
5835,2020-05-20,CUNDINAMARCA,6,,31.3,3242999
5836,2020-05-21,CUNDINAMARCA,7,,31.3,3242999
5837,2020-05-22,CUNDINAMARCA,7,,31.3,3242999
5838,2020-05-23,CUNDINAMARCA,32,,31.3,3242999
5839,2020-05-24,CUNDINAMARCA,35,,31.3,3242999
5840,2020-05-25,CUNDINAMARCA,71,,31.3,3242999
5841,2020-05-26,CUNDINAMARCA,49,1.0,31.3,3242999
5842,2020-05-27,CUNDINAMARCA,50,1.0,31.3,3242999
5843,2020-05-28,CUNDINAMARCA,76,1.0,31.3,3242999
5844,2020-05-29,CUNDINAMARCA,49,2.0,31.3,3242999
5845,2020-05-30,CUNDINAMARCA,36,2.0,31.3,3242999
5846,2020-05-31,CUNDINAMARCA,45,,31.3,3242999
5847,2020-06-01,CUNDINAMARCA,75,4.0,31.3,3242999
5848,2020-06-02,CUNDINAMARCA,60,2.0,31.3,3242999
5849,2020-06-03,CUNDINAMARCA,51,3.0,31.3,3242999
5850,2020-06-04,CUNDINAMARCA,55,5.0,31.3,3242999
5851,2020-06-05,CUNDINAMARCA,52,1.0,31.3,3242999
5852,2020-06-06,CUNDINAMARCA,38,1.0,31.3,3242999
5853,2020-06-07,CUNDINAMARCA,49,2.0,31.3,3242999
5854,2020-06-08,CUNDINAMARCA,123,1.0,31.3,3242999
5855,2020-06-09,CUNDINAMARCA,51,2.0,31.3,3242999
5856,2020-06-10,CUNDINAMARCA,40,1.0,31.3,3242999
5857,2020-06-11,CUNDINAMARCA,91,1.0,31.3,3242999
5858,2020-06-12,CUNDINAMARCA,56,2.0,31.3,3242999
5859,2020-06-13,CUNDINAMARCA,79,,31.3,3242999
5860,2020-06-14,CUNDINAMARCA,28,2.0,31.3,3242999
5861,2020-06-15,CUNDINAMARCA,29,2.0,31.3,3242999
5862,2020-06-16,CUNDINAMARCA,43,,31.3,3242999
5863,2020-06-17,CUNDINAMARCA,28,,31.3,3242999
5864,2020-06-18,CUNDINAMARCA,66,1.0,31.3,3242999
5865,2020-06-19,CUNDINAMARCA,60,,31.3,3242999
5866,2020-06-20,CUNDINAMARCA,48,3.0,31.3,3242999
5867,2020-06-21,CUNDINAMARCA,33,1.0,31.3,3242999
5868,2020-06-22,CUNDINAMARCA,40,1.0,31.3,3242999
5869,2020-06-23,CUNDINAMARCA,94,2.0,31.3,3242999
5870,2020-06-24,CUNDINAMARCA,56,2.0,31.3,3242999
5871,2020-06-25,CUNDINAMARCA,96,3.0,31.3,3242999
5872,2020-06-26,CUNDINAMARCA,106,1.0,31.3,3242999
5873,2020-06-27,CUNDINAMARCA,62,1.0,31.3,3242999
5874,2020-06-28,CUNDINAMARCA,84,3.0,31.3,3242999
5875,2020-06-29,CUNDINAMARCA,55,2.0,31.3,3242999
5876,2020-06-30,CUNDINAMARCA,129,4.0,31.3,3242999
5877,2020-07-01,CUNDINAMARCA,139,4.0,31.3,3242999
5878,2020-07-02,CUNDINAMARCA,161,,31.3,3242999
5879,2020-07-03,CUNDINAMARCA,70,6.0,31.3,3242999
5880,2020-07-04,CUNDINAMARCA,111,6.0,31.3,3242999
5881,2020-07-05,CUNDINAMARCA,58,2.0,31.3,3242999
5882,2020-07-06,CUNDINAMARCA,37,5.0,31.3,3242999
5883,2020-07-07,CUNDINAMARCA,63,1.0,31.3,3242999
5884,2020-07-08,CUNDINAMARCA,97,3.0,31.3,3242999
5885,2020-07-09,CUNDINAMARCA,229,6.0,31.3,3242999
5886,2020-07-10,CUNDINAMARCA,315,5.0,31.3,3242999
5887,2020-07-11,CUNDINAMARCA,96,3.0,31.3,3242999
5888,2020-07-12,CUNDINAMARCA,149,7.0,31.3,3242999
5889,2020-07-13,CUNDINAMARCA,119,9.0,31.3,3242999
5890,2020-07-14,CUNDINAMARCA,163,10.0,31.3,3242999
5891,2020-07-15,CUNDINAMARCA,175,7.0,31.3,3242999
5892,2020-07-16,CUNDINAMARCA,356,4.0,31.3,3242999
5893,2020-07-17,CUNDINAMARCA,355,13.0,31.3,3242999
5894,2020-07-18,CUNDINAMARCA,278,8.0,31.3,3242999
5895,2020-07-19,CUNDINAMARCA,184,9.0,31.3,3242999
5896,2020-07-20,CUNDINAMARCA,204,11.0,31.3,3242999
5897,2020-07-21,CUNDINAMARCA,105,14.0,31.3,3242999
5898,2020-07-22,CUNDINAMARCA,228,11.0,31.3,3242999
5899,2020-07-23,CUNDINAMARCA,153,8.0,31.3,3242999
5900,2020-07-24,CUNDINAMARCA,313,8.0,31.3,3242999
5901,2020-07-25,CUNDINAMARCA,104,10.0,31.3,3242999
5902,2020-07-26,CUNDINAMARCA,189,10.0,31.3,3242999
5903,2020-07-27,CUNDINAMARCA,127,19.0,31.3,3242999
5904,2020-07-28,CUNDINAMARCA,215,8.0,31.3,3242999
5905,2020-07-29,CUNDINAMARCA,265,15.0,31.3,3242999
5906,2020-07-30,CUNDINAMARCA,533,17.0,31.3,3242999
5907,2020-07-31,CUNDINAMARCA,276,12.0,31.3,3242999
5908,2020-08-01,CUNDINAMARCA,478,13.0,31.3,3242999
5909,2020-08-02,CUNDINAMARCA,484,7.0,31.3,3242999
5910,2020-08-03,CUNDINAMARCA,335,9.0,31.3,3242999
5911,2020-08-04,CUNDINAMARCA,189,13.0,31.3,3242999
5912,2020-08-05,CUNDINAMARCA,406,15.0,31.3,3242999
5913,2020-08-06,CUNDINAMARCA,344,17.0,31.3,3242999
5914,2020-08-07,CUNDINAMARCA,280,17.0,31.3,3242999
5915,2020-08-08,CUNDINAMARCA,352,16.0,31.3,3242999
5916,2020-08-09,CUNDINAMARCA,201,13.0,31.3,3242999
5917,2020-08-10,CUNDINAMARCA,263,14.0,31.3,3242999
5918,2020-08-11,CUNDINAMARCA,508,14.0,31.3,3242999
5919,2020-08-12,CUNDINAMARCA,696,13.0,31.3,3242999
5920,2020-08-13,CUNDINAMARCA,451,18.0,31.3,3242999
5921,2020-08-14,CUNDINAMARCA,382,13.0,31.3,3242999
5922,2020-08-15,CUNDINAMARCA,708,12.0,31.3,3242999
5923,2020-08-16,CUNDINAMARCA,605,11.0,31.3,3242999
5924,2020-08-17,CUNDINAMARCA,423,12.0,31.3,3242999
5925,2020-08-18,CUNDINAMARCA,696,8.0,31.3,3242999
5926,2020-08-19,CUNDINAMARCA,669,10.0,31.3,3242999
5927,2020-08-20,CUNDINAMARCA,1164,16.0,31.3,3242999
5928,2020-08-21,CUNDINAMARCA,318,16.0,31.3,3242999
5929,2020-08-22,CUNDINAMARCA,349,13.0,31.3,3242999
5930,2020-08-23,CUNDINAMARCA,385,13.0,31.3,3242999
5931,2020-08-24,CUNDINAMARCA,660,14.0,31.3,3242999
5932,2020-08-25,CUNDINAMARCA,707,16.0,31.3,3242999
5933,2020-08-26,CUNDINAMARCA,261,16.0,31.3,3242999
5934,2020-08-27,CUNDINAMARCA,545,13.0,31.3,3242999
5935,2020-08-28,CUNDINAMARCA,344,15.0,31.3,3242999
5936,2020-08-29,CUNDINAMARCA,536,12.0,31.3,3242999
5937,2020-08-30,CUNDINAMARCA,595,14.0,31.3,3242999
5938,2020-08-31,CUNDINAMARCA,344,13.0,31.3,3242999
5939,2020-09-01,CUNDINAMARCA,685,18.0,31.3,3242999
5940,2020-09-02,CUNDINAMARCA,573,12.0,31.3,3242999
5941,2020-09-03,CUNDINAMARCA,309,22.0,31.3,3242999
5942,2020-09-04,CUNDINAMARCA,450,11.0,31.3,3242999
5943,2020-09-05,CUNDINAMARCA,444,9.0,31.3,3242999
5944,2020-09-06,CUNDINAMARCA,455,11.0,31.3,3242999
5945,2020-09-07,CUNDINAMARCA,212,13.0,31.3,3242999
5946,2020-09-08,CUNDINAMARCA,430,17.0,31.3,3242999
5947,2020-09-09,CUNDINAMARCA,319,11.0,31.3,3242999
5948,2020-09-10,CUNDINAMARCA,436,15.0,31.3,3242999
5949,2020-09-11,CUNDINAMARCA,388,15.0,31.3,3242999
5950,2020-09-12,CUNDINAMARCA,414,12.0,31.3,3242999
5951,2020-09-13,CUNDINAMARCA,331,9.0,31.3,3242999
5952,2020-09-14,CUNDINAMARCA,275,14.0,31.3,3242999
5953,2020-09-15,CUNDINAMARCA,337,14.0,31.3,3242999
5954,2020-09-16,CUNDINAMARCA,285,17.0,31.3,3242999
5955,2020-09-17,CUNDINAMARCA,446,14.0,31.3,3242999
5956,2020-09-18,CUNDINAMARCA,335,5.0,31.3,3242999
5957,2020-09-19,CUNDINAMARCA,395,11.0,31.3,3242999
5958,2020-09-20,CUNDINAMARCA,305,3.0,31.3,3242999
5959,2020-09-21,CUNDINAMARCA,157,14.0,31.3,3242999
5960,2020-09-22,CUNDINAMARCA,252,13.0,31.3,3242999
5961,2020-09-23,CUNDINAMARCA,275,7.0,31.3,3242999
5962,2020-09-24,CUNDINAMARCA,505,10.0,31.3,3242999
5963,2020-09-25,CUNDINAMARCA,256,13.0,31.3,3242999
5964,2020-09-26,CUNDINAMARCA,305,11.0,31.3,3242999
5965,2020-09-27,CUNDINAMARCA,343,7.0,31.3,3242999
5966,2020-09-28,CUNDINAMARCA,222,6.0,31.3,3242999
5967,2020-09-29,CUNDINAMARCA,146,10.0,31.3,3242999
5968,2020-09-30,CUNDINAMARCA,168,12.0,31.3,3242999
5969,2020-10-01,CUNDINAMARCA,191,10.0,31.3,3242999
5970,2020-10-02,CUNDINAMARCA,345,8.0,31.3,3242999
5971,2020-10-03,CUNDINAMARCA,260,9.0,31.3,3242999
5972,2020-10-04,CUNDINAMARCA,239,6.0,31.3,3242999
5973,2020-10-05,CUNDINAMARCA,345,9.0,31.3,3242999
5974,2020-10-06,CUNDINAMARCA,201,7.0,31.3,3242999
5975,2020-10-07,CUNDINAMARCA,420,10.0,31.3,3242999
5976,2020-10-08,CUNDINAMARCA,369,12.0,31.3,3242999
5977,2020-10-09,CUNDINAMARCA,207,6.0,31.3,3242999
5978,2020-10-10,CUNDINAMARCA,303,6.0,31.3,3242999
5979,2020-10-11,CUNDINAMARCA,334,10.0,31.3,3242999
5980,2020-10-12,CUNDINAMARCA,173,8.0,31.3,3242999
5981,2020-10-13,CUNDINAMARCA,209,5.0,31.3,3242999
5982,2020-10-14,CUNDINAMARCA,185,16.0,31.3,3242999
5983,2020-10-15,CUNDINAMARCA,382,9.0,31.3,3242999
5984,2020-10-16,CUNDINAMARCA,294,6.0,31.3,3242999
5985,2020-10-17,CUNDINAMARCA,198,8.0,31.3,3242999
5986,2020-10-18,CUNDINAMARCA,114,13.0,31.3,3242999
5987,2020-10-19,CUNDINAMARCA,309,8.0,31.3,3242999
5988,2020-10-20,CUNDINAMARCA,297,12.0,31.3,3242999
5989,2020-10-21,CUNDINAMARCA,272,11.0,31.3,3242999
5990,2020-10-22,CUNDINAMARCA,419,9.0,31.3,3242999
5991,2020-10-23,CUNDINAMARCA,341,3.0,31.3,3242999
5992,2020-10-24,CUNDINAMARCA,322,7.0,31.3,3242999
5993,2020-10-25,CUNDINAMARCA,182,14.0,31.3,3242999
5994,2020-10-26,CUNDINAMARCA,472,5.0,31.3,3242999
5995,2020-10-27,CUNDINAMARCA,202,11.0,31.3,3242999
5996,2020-10-28,CUNDINAMARCA,295,12.0,31.3,3242999
5997,2020-10-29,CUNDINAMARCA,394,10.0,31.3,3242999
5998,2020-10-30,CUNDINAMARCA,243,9.0,31.3,3242999
5999,2020-10-31,CUNDINAMARCA,436,13.0,31.3,3242999
6000,2020-11-01,CUNDINAMARCA,334,8.0,31.3,3242999
6001,2020-11-02,CUNDINAMARCA,298,8.0,31.3,3242999
6002,2020-11-03,CUNDINAMARCA,301,6.0,31.3,3242999
6003,2020-11-04,CUNDINAMARCA,305,16.0,31.3,3242999
6004,2020-11-05,CUNDINAMARCA,265,8.0,31.3,3242999
6005,2020-11-06,CUNDINAMARCA,351,9.0,31.3,3242999
6006,2020-11-07,CUNDINAMARCA,401,12.0,31.3,3242999
6007,2020-11-08,CUNDINAMARCA,295,11.0,31.3,3242999
6008,2020-11-09,CUNDINAMARCA,281,5.0,31.3,3242999
6009,2020-11-10,CUNDINAMARCA,316,13.0,31.3,3242999
6010,2020-11-11,CUNDINAMARCA,314,7.0,31.3,3242999
6011,2020-11-12,CUNDINAMARCA,310,12.0,31.3,3242999
6012,2020-11-13,CUNDINAMARCA,483,6.0,31.3,3242999
6013,2020-11-14,CUNDINAMARCA,276,10.0,31.3,3242999
6014,2020-11-15,CUNDINAMARCA,279,7.0,31.3,3242999
6015,2020-11-16,CUNDINAMARCA,388,8.0,31.3,3242999
6016,2020-11-17,CUNDINAMARCA,322,9.0,31.3,3242999
6017,2020-11-18,CUNDINAMARCA,234,8.0,31.3,3242999
6018,2020-11-19,CUNDINAMARCA,302,13.0,31.3,3242999
6019,2020-11-20,CUNDINAMARCA,266,7.0,31.3,3242999
6020,2020-11-21,CUNDINAMARCA,290,13.0,31.3,3242999
6021,2020-11-22,CUNDINAMARCA,353,10.0,31.3,3242999
6022,2020-11-23,CUNDINAMARCA,443,5.0,31.3,3242999
6023,2020-11-24,CUNDINAMARCA,219,8.0,31.3,3242999
6024,2020-11-25,CUNDINAMARCA,309,6.0,31.3,3242999
6025,2020-11-26,CUNDINAMARCA,443,13.0,31.3,3242999
6026,2020-11-27,CUNDINAMARCA,429,10.0,31.3,3242999
6027,2020-11-28,CUNDINAMARCA,448,10.0,31.3,3242999
6028,2020-11-29,CUNDINAMARCA,390,7.0,31.3,3242999
6029,2020-11-30,CUNDINAMARCA,438,7.0,31.3,3242999
6030,2020-12-01,CUNDINAMARCA,377,15.0,31.3,3242999
6031,2020-12-02,CUNDINAMARCA,361,9.0,31.3,3242999
6032,2020-12-03,CUNDINAMARCA,391,16.0,31.3,3242999
6033,2020-12-04,CUNDINAMARCA,625,12.0,31.3,3242999
6034,2020-12-05,CUNDINAMARCA,449,6.0,31.3,3242999
6035,2020-12-06,CUNDINAMARCA,434,12.0,31.3,3242999
6036,2020-12-07,CUNDINAMARCA,260,12.0,31.3,3242999
6037,2020-12-08,CUNDINAMARCA,223,6.0,31.3,3242999
6038,2020-12-09,CUNDINAMARCA,355,9.0,31.3,3242999
6039,2020-12-10,CUNDINAMARCA,212,9.0,31.3,3242999
6040,2020-12-11,CUNDINAMARCA,328,10.0,31.3,3242999
6041,2020-12-12,CUNDINAMARCA,284,8.0,31.3,3242999
6042,2020-12-13,CUNDINAMARCA,460,6.0,31.3,3242999
6043,2020-12-14,CUNDINAMARCA,540,16.0,31.3,3242999
6044,2020-12-15,CUNDINAMARCA,332,13.0,31.3,3242999
6045,2020-12-16,CUNDINAMARCA,469,20.0,31.3,3242999
6046,2020-12-17,CUNDINAMARCA,519,11.0,31.3,3242999
6047,2020-12-18,CUNDINAMARCA,704,12.0,31.3,3242999
6048,2020-12-19,CUNDINAMARCA,654,16.0,31.3,3242999
6049,2020-12-20,CUNDINAMARCA,403,16.0,31.3,3242999
6050,2020-12-21,CUNDINAMARCA,575,15.0,31.3,3242999
6051,2020-12-22,CUNDINAMARCA,497,7.0,31.3,3242999
6052,2020-12-23,CUNDINAMARCA,520,15.0,31.3,3242999
6053,2020-12-24,CUNDINAMARCA,813,20.0,31.3,3242999
6054,2020-12-25,CUNDINAMARCA,601,17.0,31.3,3242999
6055,2020-12-26,CUNDINAMARCA,404,15.0,31.3,3242999
6056,2020-12-27,CUNDINAMARCA,531,13.0,31.3,3242999
6057,2020-12-28,CUNDINAMARCA,615,12.0,31.3,3242999
6058,2020-12-29,CUNDINAMARCA,441,25.0,31.3,3242999
6059,2020-12-30,CUNDINAMARCA,398,21.0,31.3,3242999
6060,2020-12-31,CUNDINAMARCA,909,12.0,31.3,3242999
6061,2021-01-01,CUNDINAMARCA,447,20.0,31.3,3242999
6062,2021-01-02,CUNDINAMARCA,591,23.0,31.3,3242999
6063,2021-01-03,CUNDINAMARCA,385,11.0,31.3,3242999
6064,2021-01-04,CUNDINAMARCA,204,14.0,31.3,3242999
6065,2021-01-05,CUNDINAMARCA,921,21.0,31.3,3242999
6066,2021-01-06,CUNDINAMARCA,1003,23.0,31.3,3242999
6067,2021-01-07,CUNDINAMARCA,900,20.0,31.3,3242999
6068,2021-01-08,CUNDINAMARCA,940,25.0,31.3,3242999
6069,2021-01-09,CUNDINAMARCA,711,25.0,31.3,3242999
6070,2021-01-10,CUNDINAMARCA,1133,33.0,31.3,3242999
6071,2021-01-11,CUNDINAMARCA,914,32.0,31.3,3242999
6072,2021-01-12,CUNDINAMARCA,1159,31.0,31.3,3242999
6073,2021-01-13,CUNDINAMARCA,915,31.0,31.3,3242999
6074,2021-01-14,CUNDINAMARCA,1137,21.0,31.3,3242999
6075,2021-01-15,CUNDINAMARCA,1136,37.0,31.3,3242999
6076,2021-01-16,CUNDINAMARCA,1562,33.0,31.3,3242999
6077,2021-01-17,CUNDINAMARCA,1232,36.0,31.3,3242999
6078,2021-01-18,CUNDINAMARCA,1121,36.0,31.3,3242999
6079,2021-01-19,CUNDINAMARCA,855,39.0,31.3,3242999
6080,2021-01-20,CUNDINAMARCA,1370,44.0,31.3,3242999
6081,2021-01-21,CUNDINAMARCA,977,37.0,31.3,3242999
6082,2021-01-22,CUNDINAMARCA,943,34.0,31.3,3242999
6083,2021-01-23,CUNDINAMARCA,1049,25.0,31.3,3242999
6084,2021-01-24,CUNDINAMARCA,461,34.0,31.3,3242999
6085,2021-01-25,CUNDINAMARCA,899,40.0,31.3,3242999
6086,2021-01-26,CUNDINAMARCA,1217,30.0,31.3,3242999
6087,2021-01-27,CUNDINAMARCA,1123,24.0,31.3,3242999
6088,2021-01-28,CUNDINAMARCA,780,27.0,31.3,3242999
6089,2021-01-29,CUNDINAMARCA,886,23.0,31.3,3242999
6090,2021-01-30,CUNDINAMARCA,574,27.0,31.3,3242999
6091,2021-01-31,CUNDINAMARCA,302,26.0,31.3,3242999
6092,2021-02-01,CUNDINAMARCA,478,25.0,31.3,3242999
6093,2021-02-02,CUNDINAMARCA,925,30.0,31.3,3242999
6094,2021-02-03,CUNDINAMARCA,897,19.0,31.3,3242999
6095,2021-02-04,CUNDINAMARCA,741,22.0,31.3,3242999
6096,2021-02-05,CUNDINAMARCA,407,19.0,31.3,3242999
6097,2021-02-06,CUNDINAMARCA,752,27.0,31.3,3242999
6098,2021-02-07,CUNDINAMARCA,326,17.0,31.3,3242999
6099,2021-02-08,CUNDINAMARCA,344,18.0,31.3,3242999
6100,2021-02-09,CUNDINAMARCA,348,16.0,31.3,3242999
6101,2021-02-10,CUNDINAMARCA,442,21.0,31.3,3242999
6102,2021-02-11,CUNDINAMARCA,480,18.0,31.3,3242999
6103,2021-02-12,CUNDINAMARCA,367,18.0,31.3,3242999
6104,2021-02-13,CUNDINAMARCA,354,10.0,31.3,3242999
6105,2021-02-14,CUNDINAMARCA,338,13.0,31.3,3242999
6106,2021-02-15,CUNDINAMARCA,232,13.0,31.3,3242999
6107,2021-02-16,CUNDINAMARCA,341,20.0,31.3,3242999
6108,2021-02-17,CUNDINAMARCA,224,14.0,31.3,3242999
6109,2021-02-18,CUNDINAMARCA,389,9.0,31.3,3242999
6110,2021-02-19,CUNDINAMARCA,291,10.0,31.3,3242999
6111,2021-02-20,CUNDINAMARCA,380,9.0,31.3,3242999
6112,2021-02-21,CUNDINAMARCA,234,16.0,31.3,3242999
6113,2021-02-22,CUNDINAMARCA,101,12.0,31.3,3242999
6114,2021-02-23,CUNDINAMARCA,212,12.0,31.3,3242999
6115,2021-02-24,CUNDINAMARCA,189,5.0,31.3,3242999
6116,2021-02-25,CUNDINAMARCA,271,11.0,31.3,3242999
6117,2021-02-26,CUNDINAMARCA,147,13.0,31.3,3242999
6118,2021-02-27,CUNDINAMARCA,185,7.0,31.3,3242999
6119,2021-02-28,CUNDINAMARCA,244,12.0,31.3,3242999
6120,2021-03-01,CUNDINAMARCA,256,10.0,31.3,3242999
6121,2021-03-02,CUNDINAMARCA,275,10.0,31.3,3242999
6122,2021-03-03,CUNDINAMARCA,93,11.0,31.3,3242999
6123,2021-03-04,CUNDINAMARCA,188,11.0,31.3,3242999
6124,2021-03-05,CUNDINAMARCA,173,6.0,31.3,3242999
6125,2021-03-06,CUNDINAMARCA,168,10.0,31.3,3242999
6126,2021-03-07,CUNDINAMARCA,131,4.0,31.3,3242999
6127,2021-03-08,CUNDINAMARCA,114,9.0,31.3,3242999
6128,2021-03-09,CUNDINAMARCA,179,10.0,31.3,3242999
6129,2021-03-10,CUNDINAMARCA,243,8.0,31.3,3242999
6130,2021-03-11,CUNDINAMARCA,204,7.0,31.3,3242999
6131,2021-03-12,CUNDINAMARCA,153,4.0,31.3,3242999
6132,2021-03-13,CUNDINAMARCA,198,9.0,31.3,3242999
6133,2021-03-14,CUNDINAMARCA,97,3.0,31.3,3242999
6134,2021-03-15,CUNDINAMARCA,86,7.0,31.3,3242999
6135,2021-03-16,CUNDINAMARCA,84,3.0,31.3,3242999
6136,2021-03-17,CUNDINAMARCA,208,8.0,31.3,3242999
6137,2021-03-18,CUNDINAMARCA,194,6.0,31.3,3242999
6138,2021-03-19,CUNDINAMARCA,204,4.0,31.3,3242999
6139,2021-03-20,CUNDINAMARCA,155,3.0,31.3,3242999
6140,2021-03-21,CUNDINAMARCA,165,11.0,31.3,3242999
6141,2021-03-22,CUNDINAMARCA,176,9.0,31.3,3242999
6142,2021-03-23,CUNDINAMARCA,94,3.0,31.3,3242999
6143,2021-03-24,CUNDINAMARCA,191,9.0,31.3,3242999
6144,2021-03-25,CUNDINAMARCA,239,7.0,31.3,3242999
6145,2021-03-26,CUNDINAMARCA,162,13.0,31.3,3242999
6146,2021-03-27,CUNDINAMARCA,215,5.0,31.3,3242999
6147,2021-03-28,CUNDINAMARCA,229,3.0,31.3,3242999
6148,2021-03-29,CUNDINAMARCA,200,6.0,31.3,3242999
6149,2021-03-30,CUNDINAMARCA,113,11.0,31.3,3242999
6150,2021-03-31,CUNDINAMARCA,74,8.0,31.3,3242999
6151,2021-04-01,CUNDINAMARCA,353,7.0,31.3,3242999
6152,2021-04-02,CUNDINAMARCA,247,4.0,31.3,3242999
6153,2021-04-03,CUNDINAMARCA,158,8.0,31.3,3242999
6154,2021-04-04,CUNDINAMARCA,163,6.0,31.3,3242999
6155,2021-04-05,CUNDINAMARCA,311,2.0,31.3,3242999
6156,2021-04-06,CUNDINAMARCA,224,6.0,31.3,3242999
6157,2021-04-07,CUNDINAMARCA,248,4.0,31.3,3242999
6158,2021-04-08,CUNDINAMARCA,253,10.0,31.3,3242999
6159,2021-04-09,CUNDINAMARCA,293,15.0,31.3,3242999
6160,2021-04-10,CUNDINAMARCA,445,9.0,31.3,3242999
6161,2021-04-11,CUNDINAMARCA,437,9.0,31.3,3242999
6162,2021-04-12,CUNDINAMARCA,396,14.0,31.3,3242999
6163,2021-04-13,CUNDINAMARCA,464,5.0,31.3,3242999
6164,2021-04-14,CUNDINAMARCA,434,8.0,31.3,3242999
6165,2021-04-15,CUNDINAMARCA,473,7.0,31.3,3242999
6166,2021-04-16,CUNDINAMARCA,565,17.0,31.3,3242999
6167,2021-04-17,CUNDINAMARCA,436,20.0,31.3,3242999
6168,2021-04-18,CUNDINAMARCA,654,11.0,31.3,3242999
6169,2021-04-19,CUNDINAMARCA,723,13.0,31.3,3242999
6170,2021-04-20,CUNDINAMARCA,810,12.0,31.3,3242999
6171,2021-04-21,CUNDINAMARCA,635,18.0,31.3,3242999
6172,2021-04-22,CUNDINAMARCA,581,10.0,31.3,3242999
6173,2021-04-23,CUNDINAMARCA,902,3.0,31.3,3242999
6174,2021-04-24,CUNDINAMARCA,953,4.0,31.3,3242999
6175,2020-05-28,GUAINIA,6,,31.3,50636
6176,2020-06-10,GUAINIA,1,,31.3,50636
6177,2020-06-21,GUAINIA,7,,31.3,50636
6178,2020-07-03,GUAINIA,1,,31.3,50636
6179,2020-07-28,GUAINIA,1,,31.3,50636
6180,2020-08-16,GUAINIA,2,,31.3,50636
6181,2020-08-17,GUAINIA,1,,31.3,50636
6182,2020-08-18,GUAINIA,4,,31.3,50636
6183,2020-08-20,GUAINIA,7,,31.3,50636
6184,2020-08-23,GUAINIA,14,,31.3,50636
6185,2020-08-24,GUAINIA,7,,31.3,50636
6186,2020-08-25,GUAINIA,24,1.0,31.3,50636
6187,2020-08-26,GUAINIA,14,,31.3,50636
6188,2020-08-27,GUAINIA,4,,31.3,50636
6189,2020-08-29,GUAINIA,1,,31.3,50636
6190,2020-08-30,GUAINIA,8,,31.3,50636
6191,2020-08-31,GUAINIA,39,2.0,31.3,50636
6192,2020-09-01,GUAINIA,16,,31.3,50636
6193,2020-09-02,GUAINIA,8,,31.3,50636
6194,2020-09-04,GUAINIA,1,,31.3,50636
6195,2020-09-06,GUAINIA,6,,31.3,50636
6196,2020-09-07,GUAINIA,106,1.0,31.3,50636
6197,2020-09-08,GUAINIA,50,2.0,31.3,50636
6198,2020-09-09,GUAINIA,5,,31.3,50636
6199,2020-09-10,GUAINIA,5,1.0,31.3,50636
6200,2020-09-11,GUAINIA,3,,31.3,50636
6201,2020-09-12,GUAINIA,2,,31.3,50636
6202,2020-09-13,GUAINIA,5,,31.3,50636
6203,2020-09-14,GUAINIA,1,1.0,31.3,50636
6204,2020-09-15,GUAINIA,110,,31.3,50636
6205,2020-09-16,GUAINIA,41,,31.3,50636
6206,2020-09-18,GUAINIA,8,1.0,31.3,50636
6207,2020-09-19,GUAINIA,38,,31.3,50636
6208,2020-09-20,GUAINIA,84,,31.3,50636
6209,2020-09-21,GUAINIA,7,1.0,31.3,50636
6210,2020-09-22,GUAINIA,13,,31.3,50636
6211,2020-09-23,GUAINIA,69,,31.3,50636
6212,2020-09-24,GUAINIA,16,,31.3,50636
6213,2020-09-25,GUAINIA,7,2.0,31.3,50636
6214,2020-09-26,GUAINIA,7,,31.3,50636
